"id","month","state_name","state_code","energy_requirement","energy_availability"
1450,"2023-04-01","Chhattisgarh","22",3479.62,3473.04
1451,"2023-04-01","West Bengal","19",5909.71,5901.45
1452,"2023-04-01","Uttar Pradesh","09",11129.64,11113.44
1453,"2023-04-01","Rajasthan","08",7396.32,7353.58
1454,"2023-04-01","Punjab","03",4197.11,4191.79
1455,"2023-04-01","UTs of J&K and Ladakh","None",1694.61,1674.99
1456,"2023-04-01","Himachal Pradesh","02",967.22,962.94
1457,"2023-04-01","Haryana","06",4197.46,4166.04
1458,"2023-04-01","Delhi","07",2568.86,2568.66
1459,"2023-04-01","Chandigarh","04",121.22,121.22
1460,"2023-04-01","Goa","30",424.41,424.41
1461,"2023-04-01","Andhra Pradesh","28",6939.85,6938.28
1462,"2023-04-01","Uttarakhand","05",1208.39,1193.32
1463,"2023-04-01","Karnataka","29",8604.11,8602.22
1464,"2023-04-01","Telangana","36",7330.82,7328.99
1465,"2023-04-01","Arunachal Pradesh","12",72.43,72.43
1466,"2023-04-01","Assam","18",910.64,908.99
1467,"2023-04-01","Manipur","14",78.16,78.0
1468,"2023-04-01","Meghalaya","17",186.98,146.81
1469,"2023-04-01","Mizoram","15",55.6,55.6
1470,"2023-04-01","Nagaland","13",68.03,68.03
1471,"2023-04-01","Tripura","16",143.76,143.76
1472,"2023-04-01","Andaman- Nicobar","35",33.47,33.17
1473,"2023-04-01","Jharkhand","20",1208.05,1139.07
1474,"2023-04-01","DVC","None",2255.42,2254.63
1475,"2023-04-01","Bihar","10",3415.83,3380.17
1476,"2023-04-01","Lakshadweep","31",5.88,5.88
1477,"2023-04-01","Puducherry","34",279.19,279.12
1478,"2023-04-01","Tamil Nadu","33",11228.25,11225.73
1479,"2023-04-01","Kerala","32",2765.27,2763.98
1480,"2023-04-01","Odisha","21",3467.66,3466.45
1481,"2023-05-01","Lakshadweep","31",5.88,5.88
1482,"2023-05-01","Bihar","10",3415.83,3380.17
1483,"2023-05-01","DVC","None",2255.42,2254.63
1484,"2023-05-01","Jharkhand","20",1208.05,1139.07
1485,"2023-05-01","Odisha","21",3467.66,3466.45
1486,"2023-05-01","West Bengal","19",5909.71,5901.45
1487,"2023-05-01","Sikkim","11",44.19,44.17
1488,"2023-05-01","Manipur","14",78.16,78.0
1489,"2023-05-01","Arunachal Pradesh","12",72.43,72.43
1490,"2023-05-01","Assam","18",910.64,908.99
1491,"2023-05-01","Meghalaya","17",186.98,146.81
1492,"2023-05-01","Mizoram","15",55.6,55.6
1493,"2023-05-01","Nagaland","13",68.03,68.03
1494,"2023-05-01","Tripura","16",143.76,143.76
1495,"2023-05-01","Andaman- Nicobar","35",33.47,33.17
1496,"2023-05-01","Puducherry","34",279.19,279.12
1497,"2023-05-01","Karnataka","29",8604.11,8602.22
1498,"2023-05-01","Kerala","32",2765.27,2763.98
1499,"2023-05-01","West Bengal","19",6026.74,6013.79
1500,"2023-05-01","Jharkhand","20",1304.13,1242.15
1501,"2023-05-01","DVC","None",2296.82,2296.82
1502,"2023-05-01","Bihar","10",3784.05,3723.54
1503,"2023-05-01","Lakshadweep","31",6.13,6.13
1504,"2023-05-01","Puducherry","34",315.5,315.27
1505,"2023-05-01","Tamil Nadu","33",10812.47,10810.43
1506,"2023-05-01","Kerala","32",2851.2,2850.69
1507,"2023-05-01","Karnataka","29",7519.09,7517.53
1508,"2023-05-01","Telangana","36",5572.01,5570.44
1509,"2023-05-01","Andhra Pradesh","28",6872.45,6861.01
1510,"2023-05-01","Goa","30",415.17,415.17
1511,"2023-05-01","Chandigarh","04",121.22,121.22
1512,"2023-05-01","Dadra & Nagar Haveli and Daman & Diu","38",791.77,791.77
1513,"2023-05-01","Madhya Pradesh","23",7658.62,7658.62
1514,"2023-05-01","Gujarat","24",13824.3,13823.92
1515,"2023-05-01","Chhattisgarh","22",3636.9,3636.89
1516,"2023-05-01","Uttarakhand","05",1335.26,1331.16
1517,"2023-05-01","Uttar Pradesh","09",13284.05,13246.25
1518,"2023-05-01","Rajasthan","08",8270.62,8208.65
1519,"2023-05-01","Punjab","03",5220.29,5220.29
1520,"2023-05-01","UTs of J&K and Ladakh","None",1725.93,1714.22
1521,"2023-05-01","Himachal Pradesh","02",920.91,917.55
1522,"2023-05-01","Haryana","06",5079.17,5064.18
1523,"2023-05-01","Delhi","07",3119.47,3119.14
1524,"2023-05-01","Chandigarh","04",157.09,157.09
1525,"2023-05-01","Maharashtra","27",17718.81,17705.3
1526,"2023-05-01","Tamil Nadu","33",11228.25,11225.73
1527,"2023-05-01","Odisha","21",3788.36,3788.36
1528,"2023-05-01","UTs of J&K and Ladakh","None",1694.61,1674.99
1529,"2023-05-01","Delhi","07",2568.86,2568.66
1530,"2023-05-01","Haryana","06",4197.46,4166.04
1531,"2023-05-01","Himachal Pradesh","02",967.22,962.94
1532,"2023-05-01","Punjab","03",4197.11,4191.79
1533,"2023-05-01","Rajasthan","08",7396.32,7353.58
1534,"2023-05-01","Uttarakhand","05",1208.39,1193.32
1535,"2023-05-01","Uttar Pradesh","09",11129.64,11113.44
1536,"2023-05-01","Gujarat","24",13593.93,13593.93
1537,"2023-05-01","Madhya Pradesh","23",7576.66,7576.66
1538,"2023-05-01","Maharashtra","27",17457.65,17455.47
1539,"2023-05-01","Goa","30",424.41,424.41
1540,"2023-05-01","Andhra Pradesh","28",6939.85,6938.28
1541,"2023-05-01","Telangana","36",7330.82,7328.99
1542,"2023-05-01","Chhattisgarh","22",3479.62,3473.04
1543,"2023-06-01","UTs of J&K and Ladakh","None",1556.74,1531.09
1544,"2023-06-01","Rajasthan","08",8141.41,8138.19
1545,"2023-06-01","Punjab","03",7018.66,7018.66
1546,"2023-06-01","Himachal Pradesh","02",1027.67,1025.3
1547,"2023-06-01","Goa","30",398.89,398.89
1548,"2023-06-01","Delhi","07",3672.31,3671.8
1549,"2023-06-01","Chandigarh","04",185.52,185.52
1550,"2023-06-01","Uttar Pradesh","09",15146.62,15139.75
1551,"2023-06-01","Haryana","06",6126.14,6104.53
1552,"2023-06-01","Dadra & Nagar Haveli and Daman & Diu","38",791.77,791.77
1553,"2023-06-01","Uttarakhand","05",1483.45,1479.14
1554,"2023-06-01","Gujarat","24",12392.22,12392.22
1555,"2023-06-01","Andhra Pradesh","28",7118.65,7118.65
1556,"2023-06-01","Telangana","36",6001.12,6001.12
1557,"2023-06-01","Karnataka","29",7351.93,7351.93
1558,"2023-06-01","Kerala","32",2443.36,2443.36
1559,"2023-06-01","Tamil Nadu","33",10868.28,10868.28
1560,"2023-06-01","Puducherry","34",310.72,310.72
1561,"2023-06-01","Lakshadweep","31",5.26,5.26
1562,"2023-06-01","Bihar","10",4172.54,4087.44
1563,"2023-06-01","DVC","None",2260.06,2260.06
1564,"2023-06-01","Maharashtra","27",18028.59,18005.06
1565,"2023-06-01","Chhattisgarh","22",3372.05,3370.86
1566,"2023-06-01","Odisha","21",3833.57,3833.57
1567,"2023-06-01","Sikkim","11",40.98,40.98
1568,"2023-06-01","Andaman- Nicobar","35",30.83,29.59
1569,"2023-06-01","Arunachal Pradesh","12",75.82,75.82
1570,"2023-06-01","Assam","18",1141.38,1139.16
1571,"2023-06-01","Manipur","14",70.82,70.82
1572,"2023-06-01","Meghalaya","17",179.96,145.66
1573,"2023-06-01","Mizoram","15",51.22,51.22
1574,"2023-06-01","Nagaland","13",80.92,80.92
1575,"2023-06-01","Tripura","16",134.14,134.14
1576,"2023-06-01","Madhya Pradesh","23",7442.59,7442.59
1577,"2023-06-01","West Bengal","19",6380.89,6366.76
1578,"2023-06-01","Jharkhand","20",1288.49,1269.6
